token,n
jorgenson,5
kalpana,5
karen,5
keflavik,5
kittiwake,5
kittiwakes,5
kn,5
koenig,5
kwok,5
laid,5
laminae,5
lamination,5
lasting,5
launch,5
layered,5
le,5
learned,5
lease,5
leave,5
lenters,5
liam,5
library,5
lie,5
lightweight,5
lignin,5
linda's,5
linnévatnet’s,5
loess,5
logan,5
logbooks,5
logistic,5
lomonosov,5
loose,5
lowers,5
lr,5
m.l,5
m1_5a,5
m1_6a,5
magazine,5
mandatory,5
mapper,5
matrices,5
maxndvi,5
mediated,5
medicine,5
mel,5
merra,5
mesosphere,5
metagenomic,5
meteosat,5
mexico,5
microbiological,5
microfossil,5
midlatitude,5
midpoint,5
miller,5
mld,5
mobility,5
mocness,5
modest,5
moment,5
mortality,5
mote,5
motoyo,5
mri,5
mtsat,5
multimedia,5
multinet,5
multisensor,5
mvdr,5
mzp,5
narwhal,5
needles,5
nelson,5
neon,5
neural,5
night,5
nino,5
nitrification,5
nmr,5
nonlinear,5
npi,5
npp,5
o1,5
obervatories,5
occuring,5
ocean's,5
oceanology,5
ºn,5
openly,5
optimized,5
option,5
oral,5
osmotic,5
outlying,5
overlays,5
overwintering,5
ºw,5
owing,5
pachyderma,5
paleoceanographic,5
panchromatic,5
panoramic,5
para,5
parameterization,5
patches,5
paucity,5
pendant,5
peopled,5
performing,5
phenols,5
photochemistry,5
photogrammetric,5
photographic,5
photolysis,5
photoshop,5
phyla,5
phys,5
pittsburgh,5
placing,5
plains,5
planes,5
plausible,5
plumbed,5
pnas,5
poke,5
policies,5
polish,5
poly,5
polychlorinated,5
porosity,5
pose,5
poseidon,5
positively,5
postprocessed,5
potent,5
potter,5
predictors,5
preferred,5
prefers,5
prehistory,5
prepare,5
presentation,5
prevents,5
proceedings,5
procured,5
producers,5
producing,5
prominently,5
prone,5
proportional,5
propulsion,5
prospect,5
protect,5
protected,5
providers,5
ps2631,5
ps2640,5
psv,5
pvc,5
q2,5
qsp2300,5
queries,5
questionnaire,5
questionnaires,5
r.a,5
radical,5
raises,5
ran,5
rayleigh,5
rays,5
rb,5
rcps,5
reactivity,5
readers,5
rearing,5
recalcitrant,5
receives,5
recommend,5
refers,5
reflections,5
refreezing,5
regrowth,5
relations,5
remarkable,5
rep,5
reproduced,5
requested,5
requiring,5
reservoir,5
resistance,5
resistivity,5
responds,5
restricted,5
retain,5
revitalization,5
rheological,5
rhode,5
rigor,5
risks,5
rods,5
rough,5
rows,5
rugged,5
s1,5
s3,5
sailed,5
sandpipers,5
sat,5
sbctr,5
sbe49,5
scalar,5
scar,5
scarcity,5
scatter,5
scenes,5
sci,5
sdsu,5
seatwater,5
secular,5
sedimentological,5
seismically,5
seismics,5
seismological,5
sequentially,5
sg,5
shrinking,5
sigl,5
sill,5
similarity,5
similarly,5
siss,5
siz,5
slices,5
slide,5
slight,5
slower,5
slp,5
snowhydro,5
socioeconomic,5
solifluction,5
som,5
sonde's,5
soot,5
soviet,5
spacer,5
spend,5
spent,5
spreads,5
sst,5
stabilization,5
stacks,5
stalks,5
stanton's,5
starboard,5
stars,5
stomatal,5
stone,5
stoner,5
stopped,5
straits,5
street,5
subbottom,5
subsystem,5
subunit,5
superimposed,5
superlative,5
superseded,5
suspension,5
sympagic,5
tabulated,5
tapes,5
technicians,5
telecommunications,5
terrains,5
textural,5
thaws,5
theme,5
thicknesses,5
tidas,5
tied,5
tile,5
topex,5
topped,5
trans,5
transcripts,5
transdisciplinary,5
transformative,5
transitional,5
transpiration,5
trusel,5
trust,5
truth,5
tsg_met,5
tuscaloosa,5
uaa,5
ultra,5
unangan,5
unattended,5
unifying,5
unimpacted,5
unwashed,5
uploaded,5
urn:uuid,5
utilizes,5
vapour,5
vehicles,5
vented,5
views,5
volcanically,5
volcanoes,5
vw,5
wax,5
weaker,5
wgs,5
wilfred,5
windows,5
wnw,5
workbook,5
workers,5
worster,5
ws,5
xbt,5
xcp,5
xrd,5
yenisey,5
yyyddd,5
zooarchaeological,5
0.069,4
0.09,4
0.18,4
0.55,4
0.65,4
0.7,4
02205,4
04gc,4
06pc,4
0902153,4
0z,4
10.1594,4
1000mb,4
100km,4
1013,4
1050,4
10pc,4
123,4
126,4
12c,4
"13,000",4
13.726,4
13.727,4
13.728,4
13.729,4
13.730,4
"130,000",4
1304052,4
131,4
135,4
1417754,4
150m,4
154,4
158,4
15th,4
16'30.7,4
160,4
1719267,4
1800s,4
183,4
18s,4
192,4
1930s,4
1948,4
1949,4
1950s,4
1952,4
1981,4
19plus,4
2.5m,4
2003gl019003,4
200km,4
207pb,4
20m,4
210pb,4
212,4
224ra,4
226ra,4
245,4
257,4
27th,4
280ml,4
3.64d,4
302,4
305,4
312,4
3209,4
375,4
38'24.0,4
3cm,4
3rd,4
40pc,4
412,4
41gc,4
420,4
4300,4
4333,4
47x51,4
4c,4
4th,4
5.5,4
5.77y,4
500mb,4
532,4
550,4
560,4
5um,4
6.5,4
606,4
63.5,4
634,4
640,4
668,4
7.5,4
7050,4
717,4
724,4
74n,4
75n,4
84,4
9.2,4
950,4
98195,4
9910305,4
å,4
a.e,4
abem,4
abyssal,4
accelerations,4
accepted_,4
accessing,4
accompany,4
accumulate,4
acetone,4
achievement,4
achieving,4
acrylic,4
acta,4
adapt,4
adaptability,4
adcps,4
ade,4
adequately,4
adobe,4
adss,4
aft_gga,4
ahsrl,4
aian,4
aided,4
aiptec,4
airtight,4
aldebaran,4
align,4
aligned,4
alkyl,4
alle,4
allometric,4
ambiguous,4
amd,4
americas,4
analog,4
ancsa,4
anemometers,4
anndef,4
anomalous,4
antek,4
antenna,4
antennas,4
anthropogenically,4
anti,4
aoa,4
applicability,4
appropriately,4
aragonite,4
archaea,4
archaeologically,4
arctic's,4
argue,4
ark,4
asfg,4
assays,4
assimilates,4
assistant,4
assumes,4
assumption,4
assurance,4
atlas.html,4
attract,4
aurora,4
australia,4
autoanalyzer,4
avoided,4
avoiding,4
ayyyy,4
b2,4
b64,4
babe,4
backbone,4
bai,4
bailey,4
bamber,4
basalt,4
batteries,4
bedded,4
behavioral,4
benchmarks,4
beo,4
beringflight,4
bhatt,4
bilinear,4
bio,4
bioaccumulation,4
biocultural,4
biologists,4
birth,4
bivalve,4
bivalves,4
blanks,4
bog,4
bogoslof,4
boosted,4
boreas,4
boroughs,4
bounded,4
breakup,4
bridges,4
brigham,4
brittle,4
broaden,4
brooklyn,4
brought,4
bt,4
buckets,4
buoy's,4
buoyancy,4
burger,4
button,4
c.i,4
c4,4
cab,4
cabin,4
cad,4
cads,4
cage,4
capelin,4
card,4
cardinal,4
carin,4
carnivore,4
cart,4
cascade,4
cassandra,4
castaway,4
catches,4
categorized,4
cats,4
cca,4
ccd,4
cdq,4
cdr,4
centigrade,4
certificate,4
cesium,4
cesm2,4
cfc,4
cgcm3,4
chags,4
chance,4
chatanika,4
chem,4
chemiluminescent,4
chipman,4
chloroform,4
chronosequence,4
chukshi,4
churchyard,4
ci,4
circles,4
circulating,4
claims,4
clarify,4
clark,4
clorine,4
cmd,4
cmip5,4
cmip6,4
cofecha,4
cohesive,4
coincide,4
coldest,4
collaboratively,4
collars,4
collector,4
collembola,4
collocated,4
command,4
commercial,4
communicated,4
computational,4
computations,4
compute,4
concentrated,4
conclude,4
condensation,4
condensed,4
conductive,4
confound,4
consecutive,4
conserved,4
considers,4
constraint,4
cont,4
continuoulsy,4
contours,4
controller,4
convenience,4
conversions,4
convert_geotiff,4
convinience,4
copepodid,4
copies,4
corp,4
cosmochimica,4
costech,4
counterparts,4
cox,4
cp,4
cp1,4
crawford,4
crds,4
creamer's,4
criteria,4
ctds,4
customized,4
cvi,4
cylinders,4
d09,4
d4,4
darkness,4
data.the,4
datagrams,4
datasheet,4
dbh,4
ddd.ddddd,4
dddmm.sss,4
debate,4
decimetre,4
defines,4
demonstrated,4
demonstration,4
departed,4
depicting,4
designs,4
determinant,4
diagnose,4
differed,4
differentially,4
difficulty,4
digests,4
digitizing,4
directorate,4
disseminate,4
dissertations,4
district,4
divergent,4
divisions,4
dmc,4
dmi,4
dmt,4
dominate,4
donated,4
doubling,4
downloads,4
downscaling,4
dri,4
drone,4
droplet,4
drypehr,4
ds117.0,4
dsms,4
dtlbs,4
dye3,4
dynamical,4
easy,4
ebert,4
ebullition,4
eco,4
ecog,4
ecohydrological,4
ecologists,4
ecosystems.mbl.edu,4
editions,4
egs,4
eims,4
eliminate,4
elodea,4
emb's,4
emerge,4
emit,4
encouraged,4
energetic,4
energetics,4
enforcement,4
engaged,4
enhancing,4
ensembles,4
enter,4
eol,4
epifaunal,4
episode,4
equalized,4
equally,4
erosional,4
ese,4
esp3,4
essentially,4
estuary,4
ethnic,4
euphausiid,4
eurycercus,4
evacuated,4
evaluations,4
eventual,4
examples,4
exceeding,4
excluding,4
execution,4
executive,4
expanse,4
expect,4
experimentation,4
exploitation,4
exposures,4
expression,4
extrapolated,4
f.s,4
f09,4
facilitation,4
farther,4
feasible,4
feast,4
feather,4
feder,4
federov,4
fifteen,4
fig,4
filenames,4
fishermen,4
fitzwater,4
fixing,4
flank,4
flew,4
floats,4
flounder,4
flourish,4
flowmeter,4
foraminifers,4
fossils,4
franco,4
freshly,4
friction,4
fumigation,4
fv2,4
gage,4
gamm's,4
gatos,4
gbc,4
gcms,4
gcnet,4
genotype,4
geochimica,4
geocryology,4
geodetic,4
georeferenced,4
geos,4
gisp,4
glacimarine,4
glaciofluvial,4
globe,4
glu,4
gmt,4
gmu,4
governments,4
gr,4
grabs,4
graduated,4
graze,4
grette,4
groseillers,4
grounded,4
groundfish,4
group's,4
guided,4
gulch,4
gullies,4
gully,4
gyroscope,4
halides,4
hampered,4
hanover,4
hardness,4
hardware,4
harper,4
harry,4
harsh,4
hazen,4
headers,4
heimbach,4
helluland,4
herds,4
hershey,4
hertz,4
hiarc,4
hibler,4
hierarchical,4
hinkel,4
hly0204,4
hly03,4
hly0402,4
hly08,4
hly0901,4
hly1702,4
hollow,4
horizons,4
hosted,4
households,4
howard,4
humboldt,4
hydrograph,4
hydrolysable,4
iarc,4
identifications,4
identifiers,4
ifsar,4
iliamna,4
illite,4
illumina,4
im,4
imet,4
imposed,4
ims,4
incorporates,4
incubator,4
indian,4
industrialization,4
inequality,4
inert,4
inflowing,4
infra,4
inhabitants,4
inhabiting,4
initiating,4
inoculated,4
instaar,4
install,4
instantaneous,4
insulation,4
integrals,4
intensification,4
intensified,4
interannually,4
interation,4
interflow,4
interplay,4
intertussock,4
intrusion,4
inundation,4
iñupiaq,4
invited,4
ioeb,4
ipsl,4
isbrae,4
isd,4
ismip6,4
isortoq,4
itkilik,4
jakib,4
jgrebmei,4
journalists,4
jpl,4
jr175,4
jumble,4
k.m,4
kalnay,4
kara,4
kbq,4
keck,4
keflavík,4
kilograms,4
klene,4
kongressdalen,4
ku,4
kucher,4
l2130,4
lagoonal,4
lands,4
larry,4
larsen,4
lasted,4
lastly,4
lay,4
lb,4
lefebre,4
leveraged,4
lidars,4
lifetimes,4
likelihood,4
liljedahl,4
lineages,4
linnèbreen,4
linnedalen,4
linnevatnet,4
lithology,4
lives,4
locality,4
loi,4
loranty,4
los,4
lowrance,4
lugol,4
m.s,4
m3e,4
mace,4
magnetization,4
mail,4
malfunction,4
mann,4
marshallae,4
martin,4
massachusetts,4
maxwell,4
may's,4
mayr,4
mcphee,4
md99,4
megafaunal,4
meierbachtol,4
membranes,4
memls,4
mendeleev,4
meridian,4
mesoscale,4
messages,4
met1,4
met2,4
metagenomes,4
methanogenesis,4
mg2,4
micrometers,4
midlatitudes,4
mil,4
mines,4
minima,4
mis,4
missionary,4
mitigate,4
ml2x,4
mod10a1,4
modify,4
modulate,4
modules,4
mole,4
mollusks,4
monitors,4
mos,4
mscl,4
multidecadal,4
multivariate,4
murre,4
mwr,4
nadir,4
nahco3,4
nanometers,4
nautical,4
navigating,4
navigational,4
ncis,4
negatively,4
neoglaciation,4
nep,4
news,4
nexus,4
nguyen,4
niña,4
nmm3d,4
noaa's,4
norseman2,4
northpole,4
notebooks,4
nr,4
nuclei,4
nunatsiavut,4
nuussuaq,4
nwr,4
o2ur,4
observationally,4
occasional,4
occasions,4
occurrences,4
oceanog,4
oceanus,4
odobenus,4
oilfield,4
okkonen,4
ºnorth,4
operator,4
optimize,4
orbit,4
organize,4
organizing,4
orientations,4
osa,4
outflows,4
overcome,4
overturning,4
overwhelming,4
ºwest,4
oxidants,4
oxidizing,4
p.e,4
paden,4
pag,4
paid,4
paleoceanographers,4
participatory,4
pathfinder,4
pbde,4
pcode,4
pd,4
pdo,4
pentane,4
perceptions,4
perfluorinated,4
permission,4
perturb,4
pet,4
pfa,4
phe,4
phenanthrene,4
phyllite,4
physiographic,4
phytodetritus,4
picea,4
picked,4
pinkel,4
pituffik,4
planet,4
plotted,4
plutonium,4
poised,4
pokes,4
polarizations,4
polyethylene,4
pooled,4
popular,4
populated,4
porewater,4
portfolio,4
powerful,4
pr,4
practice,4
precursors,4
predictable,4
preferential,4
preferentially,4
preserving,4
prevented,4
principally,4
principle,4
private,4
proc,4
professor,4
progressively,4
promises,4
promising,4
propagate,4
propagated,4
proquest,4
protist,4
prototype,4
prove,4
ps2623,4
puma,4
purdue,4
pwbm,4
pyroxene,4
quickbird,4
qxrd,4
race,4
radioactivity,4
radiographs,4
randomly,4
rasm,4
rasters,4
rationale,4
rawlins,4
raynolds,4
rcm,4
rcp4.5,4
reason,4
reconstructing,4
recoveries,4
recreation,4
rectangle,4
rededge,4
reduces,4
referring,4
reflecting,4
refreeze,4
refrigerated,4
refrozen,4
refugia,4
régional,4
regulates,4
relates,4
relational,4
reliably,4
remanent,4
rendered,4
rennermalm,4
replace,4
replenishment,4
reps,4
republic,4
resampled,4
rescue,4
rescued,4
reservation,4
reside,4
resorufin,4
responded,4
responsive,4
returns,4
revised,4
reworking,4
reykjavik,4
rick,4
ridges,4
rims,4
riverside,4
rmyoung,4
roger,4
rosetta,4
rosmarus,4
ross,4
rotate,4
routing,4
rutgers,4
saddle,4
safe,4
sag,4
sakha,4
saltwater,4
sams,4
sanctioned,4
sandvi,4
saturating,4
scat,4
scene,4
schemes,4
scholarship,4
schrader,4
scientific_name,4
scintillation,4
sealing,4
sedna,4
seeking,4
selawik,4
selecting,4
senior,4
seniors,4
seperate,4
sermia,4
serviced,4
shadow,4
shelfbreak,4
shen,4
shimadzu,4
shoal,4
sicsp,4
silicic,4
simply,4
sippican,4
sixteen,4
sizrs,4
skim,4
skq201712s,4
skútustaðir,4
sl4,4
slipping,4
slug,4
slurries,4
smooth,4
snowcover,4
snowfield,4
so42,4
somateria,4
sorting,4
sos2013_dt.mat,4
sowers,4
spawning,4
specifics,4
specimen,4
spectacled,4
spencer,4
sperry,4
spider,4
ssh,4
stabilized,4
stamp,4
standardly,4
stated,4
stockholm,4
storminess,4
story,4
strategic,4
stratified,4
stratiform,4
stratigraphically,4
strings,4
strip,4
striving,4
style,4
subplot,4
subsampled,4
subsets,4
subsided,4
subtracted,4
suited,4
suites,4
sumup,4
suna,4
supplemental,4
sur,4
surrogate,4
synchronize,4
synchrony,4
synergies,4
synergy,4
ta,4
tagging,4
talks,4
tascc,4
tek,4
teledyne,4
telemeter,4
telemetry,4
template,4
terminates,4
terminology,4
territorial,4
terry,4
thermocouple,4
thermosalinograph,4
thetaprobe,4
threat,4
threats,4
tight,4
titled,4
tjweingartner,4
tm,4
tom,4
toposequence,4
totaled,4
towns,4
tr,4
trade,4
transducers,4
transforming,4
translation,4
translations,4
transmissometer,4
transmitter,4
transparent,4
transporting,4
trawls,4
treelines,4
trh,4
trigger,4
triplicate,4
trips,4
trout,4
truewindspeed,4
tsatsoulis,4
tuned,4
tunnels,4
turnaround,4
turner,4
turnover,4
tusk,4
tutorial,4
u20l,4
u24,4
uc,4
uggianaqtuq,4
uhi,4
umces.edu,4
unable,4
uncalibrated,4
uncontaminated,4
uncorrected,4
undergo,4
unexplored,4
unfortunate,4
unix,4
unreliable,4
upcast,4
urgently,4
usc,4
usefulness,4
variances,4
verify,4
version2,4
viewing,4
viper,4
volcanism,4
volts,4
vulcan,4
vulnerabilities,4
wall,4
walsh,4
washam,4
watered,4
watering,4
wavelet,4
wdc,4
wds,4
weaken,4
weighed,4
werner,4
wetted,4
willow,4
wing,4
woa,4
wolstenholme,4
words,4
workflows,4
wps,4
writer,4
www.aoncadis.org,4
xi,4
xuelong,4
yenisei,4
yrs,4
ysi,4
yupik,4
μg,4
_hhmmss.csv,3
0.23,3
0.2mm,3
0.45,3
0.48,3
0.72,3
0.9,3
002,3
0079,3
018,3
02uw,3
03pc,3
03tc,3
03uw,3
0722448,3
08gc,3
"1,2",3
"1,200",3
1.0e,3
1.25,3
10.10,3
10.5670,3
1000m,3
100x100m,3
102,3
103,3
108,3
10hz,3
10s,3
10x10,3
110m,3
"115,000",3
119,3
121,3
"123,000",3
124,3
133,3
134cs,3
141,3
147.28,3
147.29,3
149.57,3
156.67,3
157.40,3
162.216,3
1625,3
163,3
167,3
1700,3
172,3
1750,3
1758565,3
1766,3
18.50,3
190,3
1938,3
1955,3
1959,3
1962,3
1977,3
198,3
199908040800,3
1c,3
1cm,3
1mm,3
2.3,3
20038,3
20080627_05,3
2011arf_rootbiomasscn_byquad,3
2015.57,3
2017jf004597,3
2019.06.023,3
201m,3
2069,3
214,3
2144,3
"23,24,27",3
230,3
2322,3
233,3
"239,240pu",3
26al,3
2barrel,3
2k,3
310,3
328,3
351,3
356,3
36.89,3
36.90,3
378,3
390,3
4010,3
40th,3
429cm,3
445,3
458,3
4591,3
460,3
4km,3
4m,3
5.0,3
5.2,3
513,3
519,3
523,3
543,3
555,3
572,3
6.0,3
6000,3
617,3
62,3
623,3
630,3
650,3
665,3
6698,3
67.477,3
68.35,3
695,3
6ft,3
7.7,3
70.45,3
71.30,3
72.58,3
720,3
73,3
75.55w,3
750,3
7700,3
78.54n,3
7880,3
81.5,3
83,3
860,3
887,3
9472,3
9721347,3
9732126,3
98105,3
a1,3
ä13c,3
a2a,3
a2sn01440,3
a2tt4ft8d,3
aanderaa,3
abbreviations,3
abpr,3
accelerates,3
accesses,3
accretion,3
admin,3
adna,3
adp,3
adpupa,3
adverse,3
advising,3
advocate,3
aerated,3
aft,3
agc,3
agents,3
agree,3
agreed,3
ailish,3
aiming,3
aimr,3
akfin,3
alabama,3
albedometer,3
alignment,3
aliss,3
alliance,3
alluvial,3
alpina,3
alternatively,3
alternatives,3
amphipods,3
analytically,3
andersen,3
andrew,3
angela,3
animations,3
ann,3
ao,3
aoos,3
appreciation,3
approved,3
aquasuk,3
aqueous,3
aqy,3
archaeologists,3
arcinfo,3
arcticdata.io,3
arcticus,3
arenas,3
arggis,3
argo,3
army,3
arrangements,3
arrowtooth,3
asf,3
ashore,3
assembling,3
assimilated,3
assimilating,3
assistants,3
atmos,3
atmospheres,3
atomic,3
atoms,3
atp,3
attempts,3
attributable,3
audio,3
audkuluheidi,3
auger,3
augmentation,3
auk,3
aural,3
avenue,3
aviation,3
avo,3
aware,3
aws02,3
b.m,3
b.p,3
b.v,3
b1,3
bag,3
balloon's,3
bap,3
bar,3
barnett,3
basemap,3
bases,3
bathythermograph,3
beard,3
bearing,3
beaufortgyre,3
bedfast,3
bedford,3
beds,3
behaviour,3
belt,3
beluga,3
ben,3
benson,3
benzo,3
berries,3
bgfe,3
bic,3
bioclimate,3
biogeographic,3
biogeography,3
biomaterial,3
biometric,3
bios,3
biovolume,3
biphenyls,3
bluhm,3
bmp,3
boemre,3
bond,3
boston,3
bow,3
boxes,3
br2,3
bracketed,3
brady,3
branched,3
braun,3
brcl,3
breadth,3
breed,3
bremerhaven,3
briefly,3
bristol,3
broeke,3
browse_,3
browse_data_,3
browser,3
brt,3
brw,3
buffered,3
buffering,3
bugt,3
burial,3
byrd,3
c.a,3
c12,3
cadmium,3
cai,3
cake,3
calanoid,3
calcareous,3
calculates,3
calculating,3
cameron,3
campos_taku_august2015,3
canadensis,3
candac,3
candidate,3
capping,3
capturing,3
carbonaceous,3
cartesian,3
caspr,3
castor,3
cat,3
categorical,3
caught,3
cave,3
ccn,3
ceases,3
cellular,3
center's,3
centerline,3
centrifuge,3
cfg,3
cgi,3
chains,3
characterizes,3
charge,3
chemically,3
chest,3
chicks,3
china,3
chlorinated,3
chris,3
chukotka,3
chyp_data_sources.xlsx,3
chytrids,3
cires1,3
citizen,3
cl2,3
classifies,3
clearinghouse,3
click,3
clips,3
clo,3
clocks,3
clone,3
closer,3
clw,3
cm5a,3
colesdalen,3
collaborates,3
collapse,3
collective,3
colony,3
colorado.edu,3
combinations,3
commercially,3
compact,3
compass,3
compensate,3
competition,3
complemented,3
completing,3
compliment,3
compositional,3
conas,3
concent,3
concerned,3
concomitant,3
conducive,3
conduits,3
confidential,3
confined,3
contaminant,3
contemporaneous,3
contracted,3
contradict,3
contrary,3
convened,3
convey,3
convolved,3
cooler,3
coordinating,3
coordinator,3
cop,3
cope,3
copied,3
coppermine,3
cored,3
corners,3
cornerstones,3
cosine,3
crevasses,3
crop,3
crosses,3
cryogenically,3
cryosphere.net,3
cryostratigraphic,3
crystal,3
crystallographic,3
crystals,3
cubed,3
culminate,3
culmination,3
culturally,3
curricula,3
curricular,3
cyclic,3
cytochrome,3
cytometer,3
d.a,3
d.h,3
d20150806,3
dam,3
danish,3
darcy,3
data_20080627_05_001,3
data_20080627_05_001_164310,3
dataset_report_number,3
datum,3
dca,3
death,3
deciding,3
deck,3
declined,3
deconvolution,3
decouple,3
deficit,3
defining,3
degc,3
deglacial,3
deionized,3
delegated,3
delicate,3
demand,3
demarcation,3
demography,3
demonstrations,3
den,3
deoxyribonucleic,3
depleted,3
dept,3
derivation,3
designation,3
desirable,3
destructive,3
determinants,3
determinations,3
dettah,3
developmental,3
deviations,3
dewatered,3
diagnostic,3
diagrams,3
dialkyl,3
dialogue,3
dibromine,3
dick,3
dictated,3
differentiated,3
digits,3
dilatant,3
diluted,3
dipole,3
dirty,3
discharged,3
discrimination,3
disease,3
dispersed,3
displays,3
disrupted,3
disruption,3
disseminating,3
distant,3
distinguishing,3
dms,3
dolly,3
dorset,3
drastic,3
dri.edu,3
drifter,3
drought,3
ds,3
dsc_0513,3
dsc_1412,3
dsc_1413,3
dsc_2312,3
dsc_2313,3
dsc_2935,3
dtlb,3
dummy,3
dune,3
dvd,3
dynamo,3
e.k,3
earthquake,3
eater,3
ecco2,3
ecophysiological,3
ecotones,3
eddies,3
educating,3
efficiently,3
eis,3
ela,3
electric,3
electricity,3
em31,3
emulate,3
enclosed,3
encompasses,3
encounter,3
endangered,3
engineers,3
enrollment,3
entered,3
entrained,3
entries,3
epifluorescence,3
epoch,3
equivalence,3
eric,3
erroneous,3
eschrichtius,3
esr,3
esri,3
esrl,3
ethnically,3
etm,3
eulerian,3
evaluates,3
evaporative,3
evasion,3
evergreen,3
exceeded,3
exclusion,3
exclusively,3
exercise,3
exert,3
exhibits,3
existence,3
exit,3
exiting,3
exocellular,3
expands,3
expanses,3
expectations,3
exploit,3
exploratory,3
expose,3
extrapolate,3
extrapolating,3
extrapolation,3
exxonmobil,3
fac,3
fairly,3
falsified,3
fans,3
faunas,3
featuring,3
fer,3
ferriz,3
fi,3
fiberglass,3
firncover,3
firth,3
fischeri,3
fished,3
fiske,3
fl,3
flagged,3
flagstaff,3
flame,3
fledgling,3
fleet,3
floods,3
fluctuating,3
flywheel,3
fnl,3
foci,3
foliage,3
foraminifera,3
formally,3
forster,3
framed,3
francis,3
fraught,3
freeboard,3
freezes,3
freshening,3
fresher,3
freshwaters,3
frontal,3
frontiers,3
fruit,3
fs,3
ftsgauss,3
ftsgaussraw,3
fukamachi,3
fukushima,3
functionality,3
funnel,3
fur,3
futures,3
g.d,3
gafdm,3
gaglioti,3
gained,3
gardur,3
gary,3
gathering,3
gb,3
gbin,3
ge,3
gel,3
generates,3
generic,3
genetically,3
genomic,3
geoarchaeological,3
geolocated,3
geosciences,3
geotraces,3
germination,3
gibbs,3
gipl,3
glaciations,3
glacio,3
glider,3
gliders,3
gmr,3
goldstream,3
grades,3
gradually,3
graphite,3
graphs,3
grass,3
grasses,3
grassland,3
gravimetric,3
grazed,3
greenness,3
gregg,3
grioos,3
grl,3
grows,3
gtopo30,3
guidelinegeo,3
ha,3
halibut,3
haplotypes,3
happenstance,3
haps,3
harp,3
hatching,3
hauled,3
hawaii,3
hay,3
hc,3
hco,3
hdf,3
hdpe,3
headings,3
heather,3
heil,3
helium,3
henry,3
hexagonal,3
hgt_m,3
hh,3
hidden,3
highlighting,3
hindered,3
hispanic,3
hly0201,3
hly0801,3
hly09,3
hly1201,3
hly1203,3
hoboware,3
hobr,3
holarctic,3
holmes,3
holzer,3
hopcroft,3
hormonal,3
horseshoe,3
hsrl,3
hsw,3
humpback,3
humphrey,3
hydrates,3
hydric,3
hydrosense,3
hydrosphere,3
hydrostatic,3
hypochlorite,3
i2,3
i8outlet,3
iabp.apl.washington.edu,3
ibcao,3
icelandic,3
ici,3
icing,3
ideas,3
identically,3
ignatius,3
ikonos,3
illuminated,3
illustrated,3
imaged,3
imagers,3
imbs,3
immense,3
implementing,3
implies,3
impossible,3
improves,3
impurities,3
impurity,3
imuruk,3
inaccessible,3
inadequate,3
incoherent,3
income,3
inconsistencies,3
individually,3
industries,3
inequity,3
inevitable,3
inferences,3
inflatable,3
inhabitation,3
